2025-10-06 21:56:00 | Device: HR_Monitor_1 | Heart Rate: 102 bpm
2025-10-06 21:57:04 | Device: HR_Monitor_1 | Heart Rate: 103 bpm
2025-10-06 21:57:06 | Device: HR_Monitor_2 | Heart Rate: 65 bpm
2025-10-06 21:57:08 | Device: HR_Monitor_1 | Heart Rate: 84 bpm
2025-10-06 21:57:10 | Device: HR_Monitor_2 | Heart Rate: 99 bpm
2025-10-06 21:57:12 | Device: HR_Monitor_1 | Heart Rate: 98 bpm
2025-10-06 21:57:14 | Device: HR_Monitor_2 | Heart Rate: 65 bpm
2025-10-06 21:57:16 | Device: HR_Monitor_1 | Heart Rate: 57 bpm
2025-10-06 21:57:18 | Device: HR_Monitor_2 | Heart Rate: 58 bpm
2025-10-06 21:57:20 | Device: HR_Monitor_1 | Heart Rate: 97 bpm
2025-10-06 21:57:22 | Device: HR_Monitor_2 | Heart Rate: 83 bpm
2025-10-06 21:57:24 | Device: HR_Monitor_1 | Heart Rate: 101 bpm
2025-10-06 21:57:26 | Device: HR_Monitor_2 | Heart Rate: 73 bpm
2025-10-06 21:57:28 | Device: HR_Monitor_1 | Heart Rate: 77 bpm
2025-10-06 21:57:30 | Device: HR_Monitor_2 | Heart Rate: 78 bpm
2025-10-06 21:57:32 | Device: HR_Monitor_1 | Heart Rate: 92 bpm
2025-10-06 21:57:34 | Device: HR_Monitor_2 | Heart Rate: 81 bpm
2025-10-06 21:57:36 | Device: HR_Monitor_1 | Heart Rate: 77 bpm
2025-10-06 21:57:38 | Device: HR_Monitor_2 | Heart Rate: 86 bpm
2025-10-06 21:57:40 | Device: HR_Monitor_1 | Heart Rate: 88 bpm
2025-10-06 21:57:42 | Device: HR_Monitor_2 | Heart Rate: 82 bpm
2025-10-06 21:57:44 | Device: HR_Monitor_1 | Heart Rate: 85 bpm
2025-10-06 21:57:46 | Device: HR_Monitor_2 | Heart Rate: 97 bpm
2025-10-06 21:57:48 | Device: HR_Monitor_1 | Heart Rate: 83 bpm
2025-10-06 21:57:50 | Device: HR_Monitor_2 | Heart Rate: 75 bpm
2025-10-06 21:57:52 | Device: HR_Monitor_1 | Heart Rate: 94 bpm
2025-10-06 21:57:54 | Device: HR_Monitor_2 | Heart Rate: 68 bpm
2025-10-06 21:57:56 | Device: HR_Monitor_1 | Heart Rate: 105 bpm
2025-10-06 21:57:58 | Device: HR_Monitor_2 | Heart Rate: 82 bpm
2025-10-06 21:58:00 | Device: HR_Monitor_1 | Heart Rate: 91 bpm
2025-10-06 21:58:02 | Device: HR_Monitor_2 | Heart Rate: 104 bpm
2025-10-06 21:58:04 | Device: HR_Monitor_1 | Heart Rate: 72 bpm
2025-10-06 21:58:06 | Device: HR_Monitor_2 | Heart Rate: 63 bpm
2025-10-06 21:58:08 | Device: HR_Monitor_1 | Heart Rate: 72 bpm
2025-10-06 21:58:10 | Device: HR_Monitor_2 | Heart Rate: 91 bpm
2025-10-06 21:58:12 | Device: HR_Monitor_1 | Heart Rate: 89 bpm
2025-10-06 21:58:14 | Device: HR_Monitor_2 | Heart Rate: 80 bpm
2025-10-06 21:58:16 | Device: HR_Monitor_1 | Heart Rate: 104 bpm
2025-10-06 21:58:18 | Device: HR_Monitor_2 | Heart Rate: 59 bpm
2025-10-06 21:58:20 | Device: HR_Monitor_1 | Heart Rate: 86 bpm
2025-10-06 21:58:22 | Device: HR_Monitor_2 | Heart Rate: 92 bpm
2025-10-06 21:58:24 | Device: HR_Monitor_1 | Heart Rate: 55 bpm
2025-10-06 21:58:26 | Device: HR_Monitor_2 | Heart Rate: 60 bpm
2025-10-06 21:58:28 | Device: HR_Monitor_1 | Heart Rate: 78 bpm
2025-10-06 21:58:30 | Device: HR_Monitor_2 | Heart Rate: 88 bpm
2025-10-06 21:58:32 | Device: HR_Monitor_1 | Heart Rate: 94 bpm
2025-10-06 21:58:34 | Device: HR_Monitor_2 | Heart Rate: 100 bpm
2025-10-06 21:58:36 | Device: HR_Monitor_1 | Heart Rate: 79 bpm
2025-10-06 21:58:38 | Device: HR_Monitor_2 | Heart Rate: 100 bpm
2025-10-06 21:58:40 | Device: HR_Monitor_1 | Heart Rate: 86 bpm
2025-10-06 21:58:42 | Device: HR_Monitor_2 | Heart Rate: 56 bpm
2025-10-06 21:58:44 | Device: HR_Monitor_1 | Heart Rate: 90 bpm
2025-10-06 21:58:46 | Device: HR_Monitor_2 | Heart Rate: 77 bpm
2025-10-06 21:58:49 | Device: HR_Monitor_1 | Heart Rate: 99 bpm
2025-10-06 21:58:51 | Device: HR_Monitor_2 | Heart Rate: 68 bpm
2025-10-06 21:58:53 | Device: HR_Monitor_1 | Heart Rate: 76 bpm
2025-10-06 21:58:55 | Device: HR_Monitor_2 | Heart Rate: 70 bpm
2025-10-06 21:58:57 | Device: HR_Monitor_1 | Heart Rate: 99 bpm
2025-10-06 21:58:59 | Device: HR_Monitor_2 | Heart Rate: 57 bpm
2025-10-06 21:59:01 | Device: HR_Monitor_1 | Heart Rate: 92 bpm
2025-10-06 21:59:03 | Device: HR_Monitor_2 | Heart Rate: 81 bpm
2025-10-06 21:59:05 | Device: HR_Monitor_1 | Heart Rate: 64 bpm
2025-10-06 21:59:07 | Device: HR_Monitor_2 | Heart Rate: 74 bpm
2025-10-06 21:59:09 | Device: HR_Monitor_1 | Heart Rate: 89 bpm
2025-10-06 21:59:11 | Device: HR_Monitor_2 | Heart Rate: 91 bpm
2025-10-06 21:59:13 | Device: HR_Monitor_1 | Heart Rate: 82 bpm
2025-10-06 21:59:15 | Device: HR_Monitor_2 | Heart Rate: 77 bpm
2025-10-06 21:59:17 | Device: HR_Monitor_1 | Heart Rate: 105 bpm
2025-10-06 21:59:19 | Device: HR_Monitor_2 | Heart Rate: 83 bpm
2025-10-06 21:59:21 | Device: HR_Monitor_1 | Heart Rate: 88 bpm
2025-10-06 21:59:23 | Device: HR_Monitor_2 | Heart Rate: 89 bpm
2025-10-06 21:59:25 | Device: HR_Monitor_1 | Heart Rate: 58 bpm
2025-10-06 21:59:27 | Device: HR_Monitor_2 | Heart Rate: 81 bpm
2025-10-06 21:59:29 | Device: HR_Monitor_1 | Heart Rate: 65 bpm
2025-10-06 21:59:31 | Device: HR_Monitor_2 | Heart Rate: 70 bpm
2025-10-06 21:59:33 | Device: HR_Monitor_1 | Heart Rate: 55 bpm
2025-10-06 21:59:35 | Device: HR_Monitor_2 | Heart Rate: 69 bpm
2025-10-06 21:59:37 | Device: HR_Monitor_1 | Heart Rate: 58 bpm
2025-10-06 21:59:39 | Device: HR_Monitor_2 | Heart Rate: 70 bpm
2025-10-06 21:59:41 | Device: HR_Monitor_1 | Heart Rate: 74 bpm
2025-10-06 21:59:43 | Device: HR_Monitor_2 | Heart Rate: 76 bpm
2025-10-06 21:59:45 | Device: HR_Monitor_1 | Heart Rate: 80 bpm
2025-10-06 21:59:47 | Device: HR_Monitor_2 | Heart Rate: 105 bpm
2025-10-06 21:59:49 | Device: HR_Monitor_1 | Heart Rate: 60 bpm
2025-10-06 21:59:51 | Device: HR_Monitor_2 | Heart Rate: 63 bpm
2025-10-06 21:59:53 | Device: HR_Monitor_1 | Heart Rate: 72 bpm
2025-10-06 21:59:55 | Device: HR_Monitor_2 | Heart Rate: 55 bpm
2025-10-06 21:59:57 | Device: HR_Monitor_1 | Heart Rate: 60 bpm
2025-10-06 21:59:59 | Device: HR_Monitor_2 | Heart Rate: 73 bpm
2025-10-06 22:00:01 | Device: HR_Monitor_1 | Heart Rate: 92 bpm
2025-10-06 22:00:03 | Device: HR_Monitor_2 | Heart Rate: 58 bpm
2025-10-06 22:00:05 | Device: HR_Monitor_1 | Heart Rate: 63 bpm
2025-10-06 22:00:07 | Device: HR_Monitor_2 | Heart Rate: 61 bpm
2025-10-06 22:00:09 | Device: HR_Monitor_1 | Heart Rate: 104 bpm
2025-10-06 22:00:11 | Device: HR_Monitor_2 | Heart Rate: 67 bpm
2025-10-06 22:00:13 | Device: HR_Monitor_1 | Heart Rate: 74 bpm
2025-10-06 22:00:15 | Device: HR_Monitor_2 | Heart Rate: 77 bpm
2025-10-06 22:00:17 | Device: HR_Monitor_1 | Heart Rate: 68 bpm
2025-10-06 22:00:19 | Device: HR_Monitor_2 | Heart Rate: 101 bpm
2025-10-06 22:00:21 | Device: HR_Monitor_1 | Heart Rate: 95 bpm
2025-10-06 22:00:23 | Device: HR_Monitor_2 | Heart Rate: 88 bpm
2025-10-06 22:00:25 | Device: HR_Monitor_1 | Heart Rate: 66 bpm
2025-10-06 22:00:27 | Device: HR_Monitor_2 | Heart Rate: 61 bpm
2025-10-06 22:00:29 | Device: HR_Monitor_1 | Heart Rate: 82 bpm
2025-10-06 22:00:31 | Device: HR_Monitor_2 | Heart Rate: 96 bpm
2025-10-06 22:00:33 | Device: HR_Monitor_1 | Heart Rate: 94 bpm
2025-10-06 22:00:35 | Device: HR_Monitor_2 | Heart Rate: 59 bpm
2025-10-06 22:00:37 | Device: HR_Monitor_1 | Heart Rate: 86 bpm
2025-10-06 22:00:39 | Device: HR_Monitor_2 | Heart Rate: 81 bpm
2025-10-06 22:00:41 | Device: HR_Monitor_1 | Heart Rate: 94 bpm
2025-10-06 22:00:43 | Device: HR_Monitor_2 | Heart Rate: 87 bpm
2025-10-06 22:00:45 | Device: HR_Monitor_1 | Heart Rate: 79 bpm
2025-10-06 22:00:47 | Device: HR_Monitor_2 | Heart Rate: 71 bpm
2025-10-06 22:00:49 | Device: HR_Monitor_1 | Heart Rate: 100 bpm
2025-10-06 22:00:51 | Device: HR_Monitor_2 | Heart Rate: 98 bpm
2025-10-06 22:00:53 | Device: HR_Monitor_1 | Heart Rate: 70 bpm
2025-10-06 22:00:55 | Device: HR_Monitor_2 | Heart Rate: 103 bpm
2025-10-06 22:00:57 | Device: HR_Monitor_1 | Heart Rate: 91 bpm
2025-10-06 22:00:59 | Device: HR_Monitor_2 | Heart Rate: 97 bpm
2025-10-06 22:01:01 | Device: HR_Monitor_1 | Heart Rate: 97 bpm
2025-10-06 22:01:03 | Device: HR_Monitor_2 | Heart Rate: 88 bpm
2025-10-06 22:01:05 | Device: HR_Monitor_1 | Heart Rate: 91 bpm
2025-10-06 22:01:07 | Device: HR_Monitor_2 | Heart Rate: 62 bpm
2025-10-06 22:01:09 | Device: HR_Monitor_1 | Heart Rate: 105 bpm
2025-10-06 22:01:11 | Device: HR_Monitor_2 | Heart Rate: 62 bpm
2025-10-06 22:01:13 | Device: HR_Monitor_1 | Heart Rate: 87 bpm
2025-10-06 22:01:15 | Device: HR_Monitor_2 | Heart Rate: 87 bpm
2025-10-06 22:01:17 | Device: HR_Monitor_1 | Heart Rate: 55 bpm
2025-10-06 22:01:19 | Device: HR_Monitor_2 | Heart Rate: 99 bpm
2025-10-06 22:01:21 | Device: HR_Monitor_1 | Heart Rate: 98 bpm
2025-10-06 22:01:23 | Device: HR_Monitor_2 | Heart Rate: 75 bpm
2025-10-06 22:01:25 | Device: HR_Monitor_1 | Heart Rate: 59 bpm
2025-10-06 22:01:27 | Device: HR_Monitor_2 | Heart Rate: 83 bpm
2025-10-06 22:01:29 | Device: HR_Monitor_1 | Heart Rate: 94 bpm
2025-10-06 22:01:31 | Device: HR_Monitor_2 | Heart Rate: 81 bpm
2025-10-06 22:01:33 | Device: HR_Monitor_1 | Heart Rate: 62 bpm
2025-10-06 22:01:35 | Device: HR_Monitor_2 | Heart Rate: 85 bpm
2025-10-06 22:01:37 | Device: HR_Monitor_1 | Heart Rate: 99 bpm
2025-10-06 22:01:39 | Device: HR_Monitor_2 | Heart Rate: 66 bpm
2025-10-06 22:01:41 | Device: HR_Monitor_1 | Heart Rate: 81 bpm
2025-10-06 22:01:43 | Device: HR_Monitor_2 | Heart Rate: 85 bpm
2025-10-06 22:01:45 | Device: HR_Monitor_1 | Heart Rate: 85 bpm
2025-10-06 22:01:47 | Device: HR_Monitor_2 | Heart Rate: 99 bpm
2025-10-06 22:01:49 | Device: HR_Monitor_1 | Heart Rate: 90 bpm
2025-10-06 22:01:51 | Device: HR_Monitor_2 | Heart Rate: 71 bpm
2025-10-06 22:01:53 | Device: HR_Monitor_1 | Heart Rate: 87 bpm
2025-10-06 22:01:55 | Device: HR_Monitor_2 | Heart Rate: 100 bpm
2025-10-06 22:01:57 | Device: HR_Monitor_1 | Heart Rate: 83 bpm
2025-10-06 22:01:59 | Device: HR_Monitor_2 | Heart Rate: 92 bpm
2025-10-06 22:02:01 | Device: HR_Monitor_1 | Heart Rate: 68 bpm
2025-10-06 22:02:03 | Device: HR_Monitor_2 | Heart Rate: 79 bpm
2025-10-06 22:02:05 | Device: HR_Monitor_1 | Heart Rate: 96 bpm
2025-10-06 22:02:07 | Device: HR_Monitor_2 | Heart Rate: 99 bpm
2025-10-06 22:02:09 | Device: HR_Monitor_1 | Heart Rate: 80 bpm
2025-10-06 22:02:11 | Device: HR_Monitor_2 | Heart Rate: 62 bpm
2025-10-06 22:02:13 | Device: HR_Monitor_1 | Heart Rate: 69 bpm
2025-10-06 22:02:15 | Device: HR_Monitor_2 | Heart Rate: 91 bpm
2025-10-06 22:02:17 | Device: HR_Monitor_1 | Heart Rate: 79 bpm
2025-10-06 22:02:19 | Device: HR_Monitor_2 | Heart Rate: 63 bpm
2025-10-06 22:02:21 | Device: HR_Monitor_1 | Heart Rate: 73 bpm
2025-10-06 22:02:23 | Device: HR_Monitor_2 | Heart Rate: 66 bpm
2025-10-06 22:02:25 | Device: HR_Monitor_1 | Heart Rate: 105 bpm
2025-10-06 22:02:27 | Device: HR_Monitor_2 | Heart Rate: 95 bpm
2025-10-06 22:02:29 | Device: HR_Monitor_1 | Heart Rate: 95 bpm
2025-10-06 22:02:31 | Device: HR_Monitor_2 | Heart Rate: 90 bpm
2025-10-06 22:02:33 | Device: HR_Monitor_1 | Heart Rate: 80 bpm
2025-10-06 22:02:35 | Device: HR_Monitor_2 | Heart Rate: 74 bpm
2025-10-06 22:02:37 | Device: HR_Monitor_1 | Heart Rate: 85 bpm
2025-10-06 22:02:39 | Device: HR_Monitor_2 | Heart Rate: 62 bpm
2025-10-06 22:02:41 | Device: HR_Monitor_1 | Heart Rate: 98 bpm
2025-10-06 22:02:43 | Device: HR_Monitor_2 | Heart Rate: 89 bpm
2025-10-06 22:02:45 | Device: HR_Monitor_1 | Heart Rate: 72 bpm
2025-10-06 22:02:47 | Device: HR_Monitor_2 | Heart Rate: 90 bpm
2025-10-06 22:02:49 | Device: HR_Monitor_1 | Heart Rate: 95 bpm
2025-10-06 22:02:51 | Device: HR_Monitor_2 | Heart Rate: 100 bpm
2025-10-06 22:02:53 | Device: HR_Monitor_1 | Heart Rate: 68 bpm
2025-10-06 22:02:55 | Device: HR_Monitor_2 | Heart Rate: 98 bpm
2025-10-06 22:02:57 | Device: HR_Monitor_1 | Heart Rate: 71 bpm
2025-10-06 22:02:59 | Device: HR_Monitor_2 | Heart Rate: 87 bpm
2025-10-06 22:03:01 | Device: HR_Monitor_1 | Heart Rate: 89 bpm
2025-10-06 22:03:03 | Device: HR_Monitor_2 | Heart Rate: 89 bpm
2025-10-06 22:03:05 | Device: HR_Monitor_1 | Heart Rate: 93 bpm
2025-10-06 22:03:07 | Device: HR_Monitor_2 | Heart Rate: 66 bpm
2025-10-06 22:03:09 | Device: HR_Monitor_1 | Heart Rate: 92 bpm
2025-10-06 22:03:11 | Device: HR_Monitor_2 | Heart Rate: 64 bpm
2025-10-06 22:03:13 | Device: HR_Monitor_1 | Heart Rate: 102 bpm
2025-10-06 22:03:15 | Device: HR_Monitor_2 | Heart Rate: 88 bpm
2025-10-06 22:03:17 | Device: HR_Monitor_1 | Heart Rate: 60 bpm
2025-10-06 22:03:19 | Device: HR_Monitor_2 | Heart Rate: 94 bpm
2025-10-06 22:03:21 | Device: HR_Monitor_1 | Heart Rate: 70 bpm
2025-10-06 22:03:23 | Device: HR_Monitor_2 | Heart Rate: 90 bpm
2025-10-06 22:03:25 | Device: HR_Monitor_1 | Heart Rate: 75 bpm
2025-10-06 22:03:27 | Device: HR_Monitor_2 | Heart Rate: 86 bpm
2025-10-06 22:03:29 | Device: HR_Monitor_1 | Heart Rate: 66 bpm
2025-10-06 22:03:31 | Device: HR_Monitor_2 | Heart Rate: 64 bpm
2025-10-06 22:03:33 | Device: HR_Monitor_1 | Heart Rate: 104 bpm
2025-10-06 22:03:35 | Device: HR_Monitor_2 | Heart Rate: 104 bpm
2025-10-06 22:03:37 | Device: HR_Monitor_1 | Heart Rate: 100 bpm
2025-10-06 22:03:39 | Device: HR_Monitor_2 | Heart Rate: 78 bpm
2025-10-06 22:03:41 | Device: HR_Monitor_1 | Heart Rate: 62 bpm
2025-10-06 22:03:43 | Device: HR_Monitor_2 | Heart Rate: 88 bpm
2025-10-06 22:03:45 | Device: HR_Monitor_1 | Heart Rate: 89 bpm
2025-10-06 22:03:47 | Device: HR_Monitor_2 | Heart Rate: 79 bpm
2025-10-06 22:03:49 | Device: HR_Monitor_1 | Heart Rate: 75 bpm
2025-10-06 22:03:51 | Device: HR_Monitor_2 | Heart Rate: 65 bpm
2025-10-06 22:03:53 | Device: HR_Monitor_1 | Heart Rate: 59 bpm
2025-10-06 22:03:55 | Device: HR_Monitor_2 | Heart Rate: 84 bpm
2025-10-06 22:03:57 | Device: HR_Monitor_1 | Heart Rate: 78 bpm
2025-10-06 22:03:59 | Device: HR_Monitor_2 | Heart Rate: 75 bpm
2025-10-06 22:04:01 | Device: HR_Monitor_1 | Heart Rate: 61 bpm
2025-10-06 22:04:03 | Device: HR_Monitor_2 | Heart Rate: 102 bpm
2025-10-06 22:04:05 | Device: HR_Monitor_1 | Heart Rate: 67 bpm
2025-10-06 22:04:07 | Device: HR_Monitor_2 | Heart Rate: 56 bpm
2025-10-06 22:04:09 | Device: HR_Monitor_1 | Heart Rate: 102 bpm
2025-10-06 22:04:11 | Device: HR_Monitor_2 | Heart Rate: 77 bpm
2025-10-06 22:04:13 | Device: HR_Monitor_1 | Heart Rate: 82 bpm
2025-10-06 22:04:15 | Device: HR_Monitor_2 | Heart Rate: 62 bpm
2025-10-06 22:04:17 | Device: HR_Monitor_1 | Heart Rate: 90 bpm
2025-10-06 22:04:19 | Device: HR_Monitor_2 | Heart Rate: 83 bpm
2025-10-06 22:04:21 | Device: HR_Monitor_1 | Heart Rate: 99 bpm
2025-10-06 22:04:23 | Device: HR_Monitor_2 | Heart Rate: 68 bpm
2025-10-06 22:04:25 | Device: HR_Monitor_1 | Heart Rate: 90 bpm
2025-10-06 22:04:27 | Device: HR_Monitor_2 | Heart Rate: 90 bpm
2025-10-06 22:04:29 | Device: HR_Monitor_1 | Heart Rate: 69 bpm
2025-10-06 22:04:31 | Device: HR_Monitor_2 | Heart Rate: 95 bpm
2025-10-06 22:04:33 | Device: HR_Monitor_1 | Heart Rate: 84 bpm
2025-10-06 22:04:35 | Device: HR_Monitor_2 | Heart Rate: 99 bpm
2025-10-06 22:04:37 | Device: HR_Monitor_1 | Heart Rate: 77 bpm
2025-10-06 22:04:39 | Device: HR_Monitor_2 | Heart Rate: 102 bpm
2025-10-06 22:04:41 | Device: HR_Monitor_1 | Heart Rate: 81 bpm
2025-10-06 22:04:43 | Device: HR_Monitor_2 | Heart Rate: 104 bpm
2025-10-06 22:04:45 | Device: HR_Monitor_1 | Heart Rate: 101 bpm
2025-10-06 22:04:47 | Device: HR_Monitor_2 | Heart Rate: 85 bpm
2025-10-06 22:04:49 | Device: HR_Monitor_1 | Heart Rate: 99 bpm
2025-10-06 22:04:51 | Device: HR_Monitor_2 | Heart Rate: 83 bpm
2025-10-06 22:04:53 | Device: HR_Monitor_1 | Heart Rate: 69 bpm
2025-10-06 22:04:55 | Device: HR_Monitor_2 | Heart Rate: 70 bpm
2025-10-06 22:04:57 | Device: HR_Monitor_1 | Heart Rate: 57 bpm
2025-10-06 22:04:59 | Device: HR_Monitor_2 | Heart Rate: 75 bpm
2025-10-06 22:05:01 | Device: HR_Monitor_1 | Heart Rate: 61 bpm
2025-10-06 22:05:03 | Device: HR_Monitor_2 | Heart Rate: 72 bpm
2025-10-06 22:05:05 | Device: HR_Monitor_1 | Heart Rate: 83 bpm
2025-10-06 22:05:07 | Device: HR_Monitor_2 | Heart Rate: 63 bpm
2025-10-06 22:05:09 | Device: HR_Monitor_1 | Heart Rate: 89 bpm
2025-10-06 22:05:11 | Device: HR_Monitor_2 | Heart Rate: 58 bpm
2025-10-06 22:05:13 | Device: HR_Monitor_1 | Heart Rate: 73 bpm
2025-10-06 22:05:15 | Device: HR_Monitor_2 | Heart Rate: 85 bpm
2025-10-06 22:05:17 | Device: HR_Monitor_1 | Heart Rate: 84 bpm
2025-10-06 22:05:19 | Device: HR_Monitor_2 | Heart Rate: 59 bpm
2025-10-06 22:05:21 | Device: HR_Monitor_1 | Heart Rate: 66 bpm
2025-10-06 22:05:23 | Device: HR_Monitor_2 | Heart Rate: 85 bpm
2025-10-06 22:05:25 | Device: HR_Monitor_1 | Heart Rate: 73 bpm
2025-10-06 22:05:27 | Device: HR_Monitor_2 | Heart Rate: 66 bpm
2025-10-06 22:05:29 | Device: HR_Monitor_1 | Heart Rate: 92 bpm
2025-10-06 22:05:31 | Device: HR_Monitor_2 | Heart Rate: 71 bpm
2025-10-06 22:05:33 | Device: HR_Monitor_1 | Heart Rate: 76 bpm
2025-10-06 22:05:35 | Device: HR_Monitor_2 | Heart Rate: 89 bpm
2025-10-06 22:05:37 | Device: HR_Monitor_1 | Heart Rate: 57 bpm
2025-10-06 22:05:39 | Device: HR_Monitor_2 | Heart Rate: 98 bpm
2025-10-06 22:05:41 | Device: HR_Monitor_1 | Heart Rate: 98 bpm
2025-10-06 22:05:43 | Device: HR_Monitor_2 | Heart Rate: 69 bpm
2025-10-06 22:05:45 | Device: HR_Monitor_1 | Heart Rate: 104 bpm
2025-10-06 22:05:47 | Device: HR_Monitor_2 | Heart Rate: 83 bpm
2025-10-06 22:05:49 | Device: HR_Monitor_1 | Heart Rate: 61 bpm
2025-10-06 22:05:51 | Device: HR_Monitor_2 | Heart Rate: 58 bpm
2025-10-06 22:05:53 | Device: HR_Monitor_1 | Heart Rate: 88 bpm
2025-10-06 22:05:55 | Device: HR_Monitor_2 | Heart Rate: 87 bpm
2025-10-06 22:05:57 | Device: HR_Monitor_1 | Heart Rate: 63 bpm
2025-10-06 22:05:59 | Device: HR_Monitor_2 | Heart Rate: 58 bpm
2025-10-06 22:06:01 | Device: HR_Monitor_1 | Heart Rate: 55 bpm
2025-10-06 22:06:03 | Device: HR_Monitor_2 | Heart Rate: 87 bpm
2025-10-06 22:06:06 | Device: HR_Monitor_1 | Heart Rate: 71 bpm
2025-10-06 22:06:08 | Device: HR_Monitor_2 | Heart Rate: 76 bpm
2025-10-06 22:06:10 | Device: HR_Monitor_1 | Heart Rate: 99 bpm
2025-10-06 22:06:12 | Device: HR_Monitor_2 | Heart Rate: 99 bpm
2025-10-06 22:06:14 | Device: HR_Monitor_1 | Heart Rate: 92 bpm
2025-10-06 22:06:16 | Device: HR_Monitor_2 | Heart Rate: 66 bpm
2025-10-06 22:06:18 | Device: HR_Monitor_1 | Heart Rate: 67 bpm
2025-10-06 22:06:20 | Device: HR_Monitor_2 | Heart Rate: 78 bpm
2025-10-06 22:06:22 | Device: HR_Monitor_1 | Heart Rate: 101 bpm
2025-10-06 22:06:24 | Device: HR_Monitor_2 | Heart Rate: 88 bpm
2025-10-06 22:06:26 | Device: HR_Monitor_1 | Heart Rate: 60 bpm
2025-10-06 22:06:28 | Device: HR_Monitor_2 | Heart Rate: 71 bpm
2025-10-06 22:06:30 | Device: HR_Monitor_1 | Heart Rate: 58 bpm
2025-10-06 22:06:32 | Device: HR_Monitor_2 | Heart Rate: 101 bpm
2025-10-06 22:06:34 | Device: HR_Monitor_1 | Heart Rate: 70 bpm
2025-10-06 22:06:36 | Device: HR_Monitor_2 | Heart Rate: 83 bpm
2025-10-06 22:06:38 | Device: HR_Monitor_1 | Heart Rate: 61 bpm
2025-10-06 22:06:40 | Device: HR_Monitor_2 | Heart Rate: 91 bpm
2025-10-06 22:06:42 | Device: HR_Monitor_1 | Heart Rate: 57 bpm
2025-10-06 22:06:44 | Device: HR_Monitor_2 | Heart Rate: 92 bpm
2025-10-06 22:06:46 | Device: HR_Monitor_1 | Heart Rate: 92 bpm
2025-10-06 22:06:48 | Device: HR_Monitor_2 | Heart Rate: 78 bpm
2025-10-06 22:06:50 | Device: HR_Monitor_1 | Heart Rate: 88 bpm
2025-10-06 22:06:52 | Device: HR_Monitor_2 | Heart Rate: 55 bpm
2025-10-06 22:06:54 | Device: HR_Monitor_1 | Heart Rate: 74 bpm
2025-10-06 22:06:56 | Device: HR_Monitor_2 | Heart Rate: 58 bpm
2025-10-06 22:06:58 | Device: HR_Monitor_1 | Heart Rate: 68 bpm
2025-10-06 22:07:00 | Device: HR_Monitor_2 | Heart Rate: 84 bpm
2025-10-06 22:07:02 | Device: HR_Monitor_1 | Heart Rate: 74 bpm
2025-10-06 22:07:04 | Device: HR_Monitor_2 | Heart Rate: 55 bpm
